0	1	0
0.0625	1	1e-07
0.125	1	2.26053e-18
0.25	1	-2.30554e-18
0.5	1	1e-07
1	1	-1e-07
2	1	-1e-07
4	1	1e-07
5	1	-1e-07
5.00781	1.00001	1.16151e-07
5.0083	1.00001	2.64756e-07
5.00879	1.00001	4.13362e-07
5.00928	1.00002	2.94112e-07
5.00978	1.00002	4.09085e-07
5.01008	1.00002	2.4878e-07
5.01038	1.00002	1.88478e-07
5.01062	1.00002	1.18646e-07
5.01086	1.00002	1.27091e-07
5.01134	1.00002	1.29293e-07
5.01229	1.00002	1.69684e-07
5.01259	1.00002	3.51193e-07
5.01286	1.00002	3.68323e-07
5.01313	1.00003	3.70061e-07
5.01367	1.00003	4.86496e-07
5.014	1.00003	4.98491e-07
5.01423	1.00003	2.54835e-07
5.01443	1.00003	1.96572e-07
5.01463	1.00003	1.34959e-07
5.01503	1.00003	1.9443e-07
5.01583	1.00003	1.94377e-07
5.01623	1.00003	3.14443e-07
5.01657	1.00003	4.06899e-07
5.01687	1.00003	4.40781e-07
5.01717	1.00004	4.45582e-07
5.01778	1.00004	4.59667e-07
5.01821	1.00004	4.079e-07
5.0186	1.00004	3.76107e-07
5.01899	1.00004	3.38391e-07
5.01976	1.00004	3.92117e-07
5.02132	1.00005	4.17919e-07
5.02443	1.00006	4.6978e-07
5.02754	1.00006	5.21641e-07
5.03376	1.00008	6.30509e-07
5.035	1.00009	7.36425e-07
5.03609	1.00009	7.71492e-07
5.03828	1.0001	8.29704e-07
5.03964	1.00011	8.68585e-07
5.04055	1.00011	8.73981e-07
5.04146	1.00011	8.79377e-07
5.04217	1.00012	8.59101e-07
5.04358	1.00012	8.90024e-07
5.0464	1.00013	9.42728e-07
5.05205	1.00014	1.04857e-06
5.05769	1.00016	1.15441e-06
5.06334	1.00018	1.26001e-06
5.07463	1.00021	1.46987e-06
5.08209	1.00023	1.6131e-06
5.08954	1.00026	1.76136e-06
5.09548	1.00028	1.91566e-06
5.10083	1.0003	2.01602e-06
5.10618	1.00031	2.11884e-06
5.11153	1.00033	2.23592e-06
5.12222	1.00037	2.45744e-06
5.13291	1.0004	2.67651e-06
5.1543	1.00047	3.11681e-06
5.16444	1.00051	3.31464e-06
5.17138	1.00053	3.431e-06
5.17833	1.00055	3.54117e-06
5.18528	1.00057	3.67622e-06
5.19153	1.00059	3.79447e-06
5.1947	1.0006	3.8694e-06
5.19756	1.00061	3.92729e-06
5.20327	1.00062	4.04135e-06
5.20899	1.00064	4.1559e-06
