0	2.88747e-18
0.1	2.88747e-18
0.2	2.88747e-18
0.3	2.88747e-18
0.4	2.88747e-18
0.5	2.88747e-18
0.6	2.88747e-18
0.7	2.88747e-18
0.8	2.88747e-18
0.9	2.88747e-18
1	2.88747e-18
1.1	2.88747e-18
1.2	2.88747e-18
1.3	2.88747e-18
1.4	2.88747e-18
1.5	2.88747e-18
1.6	2.88747e-18
1.7	2.88747e-18
1.8	2.88747e-18
1.9	2.88747e-18
2	2.88747e-18
2.1	2.88747e-18
2.2	2.88747e-18
2.3	2.88747e-18
2.4	2.88747e-18
2.5	2.88747e-18
2.6	2.88747e-18
2.7	2.88747e-18
2.8	2.88747e-18
2.9	2.88747e-18
3	2.88747e-18
3.1	2.88747e-18
3.2	2.88747e-18
3.3	2.88747e-18
3.4	2.88747e-18
3.5	2.88747e-18
3.6	2.88747e-18
3.7	2.88747e-18
3.8	2.88747e-18
3.9	2.88747e-18
4	2.88747e-18
4.1	2.88747e-18
4.2	2.88747e-18
4.3	2.88747e-18
4.4	2.88747e-18
4.5	2.88747e-18
4.6	2.88747e-18
4.7	2.88747e-18
4.8	2.88747e-18
4.9	2.88747e-18
5	2.56082e-08
5.1	2.00414e-06
5.2	3.96818e-06
5.3	6.03029e-06
5.4	7.97652e-06
5.5	9.98135e-06
5.6	1.20264e-05
5.7	1.40092e-05
5.8	1.59903e-05
5.9	1.79801e-05
6	2.00576e-05
6.1	2.20089e-05
6.2	2.39833e-05
6.3	2.5992e-05
6.4	2.80106e-05
6.5	3.00708e-05
6.6	3.20208e-05
6.7	3.39856e-05
6.8	3.59575e-05
6.9	3.79929e-05
7	4.00372e-05
7.1	4.20297e-05
7.2	4.39832e-05
7.3	4.59698e-05
7.4	4.79812e-05
7.5	5.00014e-05
7.6	5.20348e-05
7.7	5.40702e-05
7.8	5.60156e-05
7.9	5.8012e-05
8	5.9989e-05
8.1	6.19517e-05
8.2	6.39832e-05
8.3	6.60155e-05
8.4	6.80524e-05
8.5	7.0015e-05
8.6	7.1977e-05
8.7	7.39555e-05
8.8	7.5969e-05
8.9	7.7994e-05
9	8.00013e-05
9.1	8.19876e-05
9.2	8.40647e-05
9.3	8.60347e-05
9.4	8.79948e-05
9.5	8.99656e-05
9.6	9.19561e-05
9.7	9.39877e-05
9.8	9.59973e-05
9.9	9.80078e-05
10	0.000100021
10.1	0.000100015
10.2	0.000100007
10.3	9.99674e-05
10.4	9.99801e-05
10.5	9.99811e-05
10.6	9.99366e-05
10.7	9.99843e-05
10.8	0.000100025
10.9	0.000100038
11	9.9993e-05
11.1	0.000100006
11.2	0.00010001
11.3	0.000100006
11.4	9.99521e-05
11.5	9.99125e-05
11.6	9.99894e-05
11.7	0.000100025
11.8	0.000100045
11.9	0.000100025
12	9.9972e-05
12.1	9.99387e-05
12.2	9.99653e-05
12.3	9.99929e-05
12.4	9.99985e-05
